filename,goes_class
hmi.sharp_cea_720s.1.20100501_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.1.20100501_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.1.20100502_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.1.20100502_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.1.20100503_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.1.20100503_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.1.20100504_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.2.20100501_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.8.20100502_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.8.20100502_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.8.20100503_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.8.20100503_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.8.20100504_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.8.20100504_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.8.20100505_000000_TAI.magnetogram.fits,1
hmi.sharp_cea_720s.8.20100505_120000_TAI.magnetogram.fits,1
hmi.sharp_cea_720s.8.20100506_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.8.20100506_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.8.20100507_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.8.20100507_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.8.20100508_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.11.20100503_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.12.20100503_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.12.20100503_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.12.20100504_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.26.20100520_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.26.20100520_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.26.20100521_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.26.20100521_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.40.20100528_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.43.20100531_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.45.20100602_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.49.20100608_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.49.20100608_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.51.20100610_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.51.20100610_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.51.20100611_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.54.20100611_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.54.20100611_120000_TAI.magnetogram.fits,1
hmi.sharp_cea_720s.54.20100612_000000_TAI.magnetogram.fits,1
hmi.sharp_cea_720s.54.20100612_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.54.20100613_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.54.20100613_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.54.20100614_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.57.20100614_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.57.20100614_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.57.20100615_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.57.20100615_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.57.20100616_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.57.20100616_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.57.20100617_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.57.20100617_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.57.20100618_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.71.20100625_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.86.20100708_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.86.20100708_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.86.20100709_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.86.20100709_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.86.20100710_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.86.20100710_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.86.20100711_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.86.20100711_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.86.20100712_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.86.20100712_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.86.20100713_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.86.20100713_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.86.20100714_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.86.20100714_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.86.20100715_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.86.20100715_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.86.20100716_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.86.20100716_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.86.20100717_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.86.20100717_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.86.20100718_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.86.20100718_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.86.20100719_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.86.20100719_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.86.20100720_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.86.20100720_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.86.20100721_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.92.20100718_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.92.20100718_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.92.20100719_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.92.20100719_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.92.20100720_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.92.20100720_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.92.20100721_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.92.20100721_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.92.20100722_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.92.20100722_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.92.20100723_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.92.20100723_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.92.20100724_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.92.20100724_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.92.20100725_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.92.20100725_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.92.20100726_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.92.20100726_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.92.20100727_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.92.20100727_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.92.20100728_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.92.20100728_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.92.20100729_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.92.20100729_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.92.20100730_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.92.20100730_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.92.20100731_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.107.20100728_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.107.20100728_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.114.20100803_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.115.20100803_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.115.20100803_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.115.20100804_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.115.20100804_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.115.20100805_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.115.20100805_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.115.20100806_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.115.20100806_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.115.20100807_000000_TAI.magnetogram.fits,1
hmi.sharp_cea_720s.115.20100807_120000_TAI.magnetogram.fits,1
hmi.sharp_cea_720s.115.20100808_000000_TAI.magnetogram.fits,0
