filename,goes_class
hmi.sharp_cea_720s.86.20100708_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.86.20100708_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.86.20100709_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.86.20100709_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.86.20100710_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.86.20100710_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.86.20100711_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.86.20100711_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.86.20100712_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.86.20100712_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.86.20100713_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.86.20100713_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.86.20100714_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.86.20100714_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.86.20100715_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.86.20100715_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.86.20100716_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.86.20100716_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.86.20100717_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.86.20100717_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.86.20100718_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.86.20100718_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.86.20100719_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.86.20100719_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.86.20100720_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.86.20100720_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.86.20100721_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.92.20100718_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.92.20100718_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.92.20100719_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.92.20100719_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.92.20100720_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.92.20100720_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.92.20100721_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.92.20100721_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.92.20100722_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.92.20100722_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.92.20100723_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.92.20100723_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.92.20100724_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.92.20100724_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.92.20100725_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.92.20100725_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.92.20100726_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.92.20100726_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.92.20100727_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.92.20100727_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.92.20100728_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.92.20100728_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.92.20100729_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.92.20100729_120000_TAI.magnetogram.fits,0
