filename,goes_class
hmi.sharp_cea_720s.1.20100501_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.1.20100501_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.1.20100502_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.1.20100502_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.1.20100503_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.1.20100503_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.1.20100504_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.2.20100501_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.8.20100504_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.8.20100504_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.8.20100505_000000_TAI.magnetogram.fits,1
hmi.sharp_cea_720s.8.20100505_120000_TAI.magnetogram.fits,1
hmi.sharp_cea_720s.8.20100506_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.8.20100506_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.8.20100507_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.8.20100507_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.8.20100508_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.8.20100508_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.8.20100509_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.8.20100509_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.8.20100510_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.10.20100503_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.10.20100503_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.11.20100503_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.12.20100504_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.12.20100504_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.12.20100505_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.26.20100522_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.26.20100522_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.26.20100523_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.26.20100523_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.40.20100602_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.43.20100606_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.45.20100607_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.46.20100608_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.46.20100608_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.46.20100609_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.49.20100613_000000_TAI.magnetogram.fits,1
hmi.sharp_cea_720s.51.20100612_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.51.20100612_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.51.20100613_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.54.20100611_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.54.20100611_120000_TAI.magnetogram.fits,1
hmi.sharp_cea_720s.54.20100612_000000_TAI.magnetogram.fits,1
hmi.sharp_cea_720s.54.20100612_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.54.20100613_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.54.20100613_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.54.20100614_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.57.20100617_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.57.20100617_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.57.20100618_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.57.20100618_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.57.20100619_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.57.20100619_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.57.20100620_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.57.20100620_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.57.20100621_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.187.20101001_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.187.20101001_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.187.20101002_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.187.20101002_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.187.20101003_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.187.20101003_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.187.20101004_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.187.20101004_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.187.20101005_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.190.20101001_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.198.20101003_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.198.20101003_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.198.20101004_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.198.20101004_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.198.20101005_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.211.20101010_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.211.20101010_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.211.20101011_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.211.20101011_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.211.20101012_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.211.20101012_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.211.20101013_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.211.20101013_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.211.20101014_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.211.20101014_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.211.20101015_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.211.20101015_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.211.20101016_000000_TAI.magnetogram.fits,1
hmi.sharp_cea_720s.211.20101016_120000_TAI.magnetogram.fits,1
hmi.sharp_cea_720s.211.20101017_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.211.20101017_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.211.20101018_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.211.20101018_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.211.20101019_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.211.20101019_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.211.20101020_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.211.20101020_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.211.20101021_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.218.20101013_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.218.20101013_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.218.20101014_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.218.20101014_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.218.20101015_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.218.20101015_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.218.20101016_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.218.20101016_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.218.20101017_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.220.20101015_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.220.20101015_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.220.20101016_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.220.20101016_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.220.20101017_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.220.20101017_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.220.20101018_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.224.20101026_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.226.20101021_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.226.20101021_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.226.20101022_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.226.20101022_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.226.20101023_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.226.20101023_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.226.20101024_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.226.20101024_120000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.226.20101025_000000_TAI.magnetogram.fits,0
hmi.sharp_cea_720s.226.20101025_120000_TAI.magnetogram.fits,0
